,start_time,end_time,content
5243,1753.99,1754.05,a
5244,1754.05,1754.29,lot
5245,1754.3,1754.71,Young
5246,1754.71,1755.22,Children
5247,1755.23,1756.11,aren't
5248,1756.18,1756.95,even
5249,1756.95,1757.32,younger
5250,1757.32,1757.7,People
5251,1757.7,1757.97,aren't
5252,1757.98,1758.19,We've
5253,1758.19,1758.45,learned
5254,1758.45,1758.51,a
5255,1758.51,1758.99,lot
5256,1759.0,1759.31,but
5257,1759.31,1759.42,he
5258,1759.42,1759.66,wants
5259,1759.66,1759.76,to
5260,1759.76,1759.99,shut
5261,1759.99,1760.08,it
5262,1760.08,1760.46,down
5263,1760.64,1761.17,More
5264,1761.17,1761.71,people
5265,1761.72,1761.95,will
5266,1761.95,1762.1,be
5267,1762.1,1762.55,hurt
5268,1762.74,1762.92,by
5269,1762.92,1763.57,continuing
5270,1763.57,1763.68,If
5271,1763.68,1763.8,you
5272,1763.8,1764.01,look
5273,1764.01,1764.13,at
5274,1764.13,1764.9,Pennsylvania
5275,1764.9,1764.99,if
5276,1764.99,1765.11,you
5277,1765.11,1765.31,look
5278,1765.31,1765.43,at
5279,1765.43,1765.77,certain
5280,1765.77,1766.35,states
5281,1766.36,1766.64,that
5282,1766.64,1766.74,have
5283,1766.74,1766.9,been
5284,1766.9,1767.18,shut
5285,1767.18,1767.41,down
5286,1767.41,1767.51,they
5287,1767.51,1767.65,have
5288,1767.65,1768.21,Democrat
5289,1768.21,1768.7,governors
5290,1768.7,1769.16,All
5291,1769.17,1769.52,one
5292,1769.52,1769.58,of
5293,1769.58,1769.67,the
5294,1769.67,1770.01,reasons
5295,1770.01,1770.16,this
5296,1770.16,1770.35,shut
5297,1770.35,1770.54,down
5298,1770.54,1770.63,is
5299,1770.63,1770.82,because
5300,1770.82,1770.89,they
5301,1770.89,1771.07,want
5302,1771.07,1771.13,to
5303,1771.13,1771.33,keep
5304,1771.33,1771.43,it
5305,1771.43,1771.64,shut
5306,1771.64,1771.88,down
5307,1771.88,1772.15,until
5308,1772.15,1772.51,after
5309,1772.51,1772.63,the
5310,1772.63,1773.31,election
5311,1773.32,1773.38,in
5312,1773.39,1774.24,November
5313,1774.25,1775.29,because
5314,1775.29,1775.46,it's
5315,1775.46,1775.53,a
5316,1775.53,1776.07,political
5317,1776.08,1777.28,because
5318,1777.29,1777.7,But
5319,1777.7,1777.99,those
5320,1777.99,1778.67,states
5321,1778.74,1779.31,those
5322,1779.43,1779.61,are
5323,1779.64,1780.2,not
5324,1780.21,1780.67,doing
5325,1780.67,1781.01,well
5326,1781.01,1781.16,that
5327,1781.16,1781.28,is
5328,1781.28,1781.83,shut
5329,1781.84,1782.26,Got
5330,1782.27,1783.02,responded
5331,1783.03,1783.69,President
5332,1783.7,1784.19,you
5333,1784.19,1784.37,have
5334,1784.38,1785.07,begun
5335,1785.54,1786.44,to
5336,1786.45,1787.22,increasingly
5337,1787.22,1787.75,questioned
5338,1787.75,1787.85,the
5339,1787.85,1788.8,effectiveness
5340,1788.81,1789.12,of
5341,1789.12,1789.66,masks
5342,1789.66,1789.8,as
5343,1789.8,1789.88,a
5344,1789.88,1790.57,disease
5345,1790.57,1791.32,preventer
5346,1791.33,1791.81,And
5347,1791.81,1791.92,in
5348,1791.92,1792.18,fact
5349,1792.19,1792.55,recently
5350,1792.55,1792.71,you
5351,1792.71,1792.84,have
5352,1792.84,1793.41,cited
5353,1793.42,1793.79,the
5354,1793.79,1794.15,issue
5355,1794.15,1794.83,of
5356,1794.84,1795.45,waiters
5357,1795.46,1795.78,touching
5358,1795.78,1795.93,their
5359,1795.93,1796.3,mass
5360,1796.3,1796.44,and
5361,1796.44,1796.8,touching
5362,1796.8,1797.23,plates
5363,1797.24,1797.7,Are
5364,1797.7,1798.23,you
5365,1798.24,1798.83,questioning
5366,1798.83,1799.11,No
5367,1799.11,1799.17,I
5368,1799.17,1799.39,think
5369,1799.39,1799.52,the
5370,1799.53,1800.27,efficacy
5371,1800.27,1800.4,of
5372,1800.41,1800.81,you
5373,1800.81,1800.92,have
5374,1800.92,1800.99,to
5375,1800.99,1801.45,understand
5376,1801.45,1801.54,if
5377,1801.54,1801.66,you
5378,1801.66,1801.86,look
5379,1801.86,1801.91,I
5380,1801.91,1802.05,mean
5381,1802.05,1802.1,I
5382,1802.1,1802.25,have
5383,1802.25,1802.31,a
5384,1802.31,1802.69,mask
5385,1802.69,1802.88,right
5386,1802.88,1803.2,here
5387,1803.2,1803.37,I
5388,1803.38,1803.87,put
5389,1803.84,1804.03,a
5390,1804.03,1804.41,mask
5391,1804.41,1804.59,on
5392,1804.6,1804.97,You
5393,1804.97,1805.08,know
5394,1805.08,1805.23,when
5395,1805.23,1805.29,I
5396,1805.29,1805.55,think
5397,1805.55,1805.61,I
5398,1805.61,1805.87,need
5399,1805.87,1806.06,it
5400,1806.34,1806.85,tonight
5401,1806.85,1806.99,as
5402,1806.99,1807.08,an
5403,1807.08,1807.59,example
5404,1807.59,1808.08,Everybody's
5405,1808.08,1808.27,had
5406,1808.27,1808.33,a
5407,1808.33,1808.82,test
5408,1808.82,1808.99,and
5409,1808.99,1809.15,you've
5410,1809.15,1809.48,had
5411,1809.49,1810.2,social
5412,1810.2,1810.9,distancing
5413,1810.9,1811.02,and
5414,1811.02,1811.19,all
5415,1811.19,1811.29,of
5416,1811.29,1811.4,the
5417,1811.4,1811.66,things
5418,1811.66,1811.79,that
5419,1811.79,1811.87,you
5420,1811.87,1812.02,have
5421,1812.02,1812.14,to
5422,1812.14,1812.44,But
5423,1812.45,1812.7,I
5424,1812.7,1812.96,wear
5425,1812.96,1813.46,masks
5426,1813.46,1813.71,when
5427,1813.71,1814.16,needed
5428,1814.17,1814.54,when
5429,1814.54,1814.87,needed
5430,1814.87,1814.95,I
5431,1814.95,1815.19,wear
5432,1815.19,1815.65,masks
5433,1815.66,1816.51,e
5434,1816.52,1816.67,don't
5435,1816.67,1816.83,have
5436,1816.84,1816.97,I
5437,1816.97,1817.27,don't
5438,1817.28,1817.54,wear
5439,1817.54,1817.82,mess
5440,1817.82,1818.01,like
5441,1818.01,1818.23,him
5442,1818.23,1818.45,Every
5443,1818.45,1818.67,time
5444,1818.67,1818.76,you
5445,1818.76,1818.91,see
5446,1818.91,1819.01,him
5447,1819.01,1819.13,he's
5448,1819.13,1819.29,got
5449,1819.29,1819.34,a
5450,1819.34,1819.57,mess
5451,1819.57,1819.7,he
5452,1819.7,1819.86,could
5453,1819.86,1819.98,be
5454,1819.98,1820.56,speaking
5455,1821.04,1821.51,200
5456,1821.51,1821.66,ft
5457,1821.66,1821.88,away
5458,1821.88,1822.1,from
5459,1822.1,1822.2,and
5460,1822.2,1822.32,he
5461,1822.32,1822.62,shows
5462,1822.62,1822.76,up
5463,1822.76,1822.87,with
5464,1822.87,1822.95,the
5465,1822.95,1823.32,biggest
5466,1823.32,1823.69,mask
5467,1823.69,1823.81,I've
5468,1823.81,1824.01,ever
5469,1824.01,1824.42,seen
5470,1824.43,1825.09,I
5471,1825.1,1825.28,will
5472,1825.28,1825.72,say
5473,1825.73,1825.98,by
5474,1825.99,1826.66,Vice
5475,1826.66,1827.02,President
5476,1827.02,1827.31,Biden
5477,1827.31,1827.42,Go
5478,1827.42,1827.63,ahead
5479,1827.63,1828.66,sir
5480,1829.14,1829.3,The
5481,1829.3,1829.47,way
5482,1829.47,1829.57,to
5483,1829.57,1829.87,open
5484,1829.87,1830.69,businesses
5485,1830.85,1831.07,is
5486,1831.07,1831.39,given
5487,1831.39,1831.49,the
5488,1831.49,1831.68,where
5489,1831.68,1831.84,with
5490,1831.84,1831.98,all
5491,1831.98,1832.06,to
5492,1832.06,1832.18,be
5493,1832.18,1832.44,able
5494,1832.44,1832.77,open
5495,1833.24,1833.43,We
5496,1833.43,1834.01,provided
5497,1834.01,1834.62,money
5498,1834.63,1834.82,The
5499,1834.83,1835.01,car
5500,1835.01,1835.11,that
5501,1835.11,1835.16,I
5502,1835.16,1835.31,was
5503,1835.31,1835.67,asking
5504,1835.7,1836.0,about
5505,1836.0,1836.55,masks
5506,1836.56,1836.86,well
5507,1836.87,1837.4,mask
5508,1837.4,1837.78,mask
5509,1837.78,1837.97,make
5510,1837.97,1838.03,a
5511,1838.03,1838.22,big
5512,1838.22,1838.58,difference
5513,1838.58,1838.74,His
5514,1838.74,1839.18,own
5515,1839.19,1839.55,head
5516,1839.55,1839.69,of
5517,1839.69,1839.9,C
5518,1839.9,1840.1,D
5519,1840.1,1840.34,C
5520,1840.34,1840.58,said
5521,1840.58,1840.67,if
5522,1840.67,1840.79,we
5523,1840.79,1841.08,just
5524,1841.08,1841.3,wore
5525,1841.3,1841.65,masks
5526,1841.65,1842.07,between
5527,1842.07,1842.53,Now
5528,1842.54,1842.84,if
5529,1842.85,1843.39,everybody
5530,1843.39,1843.58,wore
5531,1843.58,1844.0,masks
5532,1844.01,1844.12,in
5533,1844.12,1844.49,social
5534,1844.49,1844.8,distance
5535,1844.8,1845.15,between
5536,1845.15,1845.38,now
5537,1845.38,1845.5,and
5538,1845.5,1846.12,January
5539,1846.13,1846.4,we
5540,1846.4,1846.73,probably
5541,1846.73,1846.97,save
5542,1846.97,1847.08,up
5543,1847.08,1847.17,to
5544,1847.17,1848.49,"100,000"
5545,1848.49,1849.29,lives
5546,1849.3,1849.63,It
5547,1849.63,1850.19,matters
5548,1850.2,1850.31,and
5549,1850.31,1850.46,they've
5550,1850.46,1850.78,also
5551,1850.78,1851.1,sat
5552,1851.11,1851.78,opposite
5553,1851.74,1852.05,They
5554,1852.06,1852.36,also
5555,1852.36,1852.56,said
5556,1852.56,1852.91,no
5557,1852.92,1853.16,No
5558,1853.16,1853.66,serious
5559,1853.66,1854.06,person
5560,1854.06,1854.28,said
5561,1854.28,1854.41,the
5562,1854.41,1854.95,opposite
5563,1854.94,1855.67,No
5564,1855.68,1856.04,Well
5565,1856.04,1856.64,seriously
5566,1856.65,1857.51,Fauci
5567,1857.52,1858.03,Dr
5568,1858.03,1858.46,Fauci
5569,1858.46,1858.7,said
5570,1858.7,1858.91,they
5571,1858.92,1859.18,didn't
5572,1859.19,1859.96,wait
5573,1859.96,1860.55,Very
5574,1860.55,1861.05,strong
5575,1861.06,1861.53,Left
5576,1861.53,1861.61,in
5577,1861.61,1861.76,the
5578,1861.77,1862.01,past
5579,1862.02,1862.42,are
5580,1862.42,1862.72,not
5581,1862.72,1863.22,good
5582,1863.23,1863.47,Then
5583,1863.47,1863.6,he
5584,1863.6,1863.98,changed
5585,1863.98,1864.11,his
5586,1864.11,1864.39,mind
5587,1864.39,1864.49,He
5588,1864.49,1864.68,said
5589,1864.68,1864.92,Miss
5590,1864.92,1865.17,good
5591,1865.18,1865.61,I'm
5592,1865.61,1865.88,okay
5593,1865.88,1866.08,with
5594,1866.08,1866.44,Mass
5595,1866.45,1866.54,I
5596,1866.54,1866.73,wanna
5597,1866.73,1866.91,ask
5598,1866.91,1866.99,you
5599,1866.99,1867.2,both
5600,1867.2,1867.4,about
5601,1867.4,1867.57,one
5602,1867.57,1868.0,last
5603,1868.01,1868.55,subject
5604,1868.56,1869.07,because
5605,1869.64,1869.81,you're
5606,1869.81,1870.19,different
5607,1870.19,1870.71,Protesters
5608,1870.72,1871.02,even
5609,1871.02,1871.46,affected
5610,1871.46,1871.56,the
5611,1871.56,1871.82,way
5612,1871.82,1872.0,that
5613,1872.0,1872.23,you
5614,1872.23,1872.45,have
5615,1872.46,1873.4,campaigned
5616,1873.41,1874.04,President
5617,1874.04,1874.35,Trump
5618,1874.35,1874.48,you're
5619,1874.48,1874.82,holding
5620,1874.82,1875.3,large
5621,1875.3,1875.93,rallies
5622,1876.08,1876.36,with
5623,1876.36,1876.78,crowds
5624,1876.78,1877.07,packed
5625,1877.07,1877.5,together
5626,1877.5,1878.06,Thousands
5627,1878.06,1878.17,of
5628,1878.18,1878.61,people
5629,1879.54,1880.02,outside
5630,1880.02,1880.18,Yes
5631,1880.18,1880.46,sir
5632,1880.47,1881.05,Agreed
5633,1881.06,1881.86,Vice
5634,1881.86,1882.38,President
5635,1882.39,1882.84,Biden
5636,1882.84,1883.05,You
5637,1883.05,1883.19,are
5638,1883.19,1883.64,holding
5639,1883.64,1883.95,much
5640,1883.95,1884.86,smaller
5641,1884.87,1885.97,events
5642,1885.97,1886.29,with
5643,1886.29,1886.6,Nobody
5644,1886.6,1886.73,will
5645,1886.73,1887.0,show
5646,1887.0,1887.34,up
5647,1887.35,1887.68,People
5648,1887.68,1889.08,with
5649,1889.09,1889.81,nobody
5650,1889.81,1890.1,shows
5651,1890.1,1890.24,up
5652,1890.24,1890.34,to
5653,1890.34,1890.52,his
5654,1890.53,1890.94,All
5655,1890.94,1891.14,right
5656,1891.15,1891.29,In
5657,1891.29,1891.52,any
5658,1891.52,1891.88,case
5659,1891.89,1892.26,why
5660,1892.26,1892.79,you
5661,1892.79,1893.07,holding
5662,1893.07,1893.17,the
5663,1893.17,1893.35,big
5664,1893.35,1893.78,rallies
5665,1893.78,1894.24,Why
5666,1894.25,1894.46,you
5667,1894.46,1894.94,not
5668,1894.95,1895.3,You
5669,1895.3,1895.44,go
5670,1895.44,1895.78,first
5671,1895.78,1896.07,sir
5672,1896.34,1896.68,Because
5673,1896.68,1897.27,people
5674,1897.28,1897.66,want
5675,1897.66,1897.73,to
5676,1897.73,1898.14,hear
5677,1898.14,1898.29,what
5678,1898.29,1898.32,I
5679,1898.32,1898.47,have
5680,1898.47,1898.59,to
5681,1898.59,1899.04,say
5682,1899.05,1899.11,I
5683,1899.11,1899.83,mean
5684,1899.84,1900.35,great
5685,1900.36,1900.83,job
5686,1900.84,1901.58,President
5687,1901.58,1901.71,and
5688,1901.71,1901.76,I
5689,1901.76,1901.92,have
5690,1901.92,1902.45,25
5691,1902.45,1903.35,"35,000"
5692,1903.35,1903.62,people
5693,1903.62,1903.86,show
5694,1903.86,1904.17,up
5695,1904.24,1904.54,at
5696,1904.54,1905.31,airports
5697,1905.32,1905.76,We
5698,1905.76,1905.94,use
5699,1905.94,1906.44,airports
5700,1906.44,1906.54,you're
5701,1906.54,1906.78,not
5702,1906.78,1907.0,worried
5703,1907.0,1907.28,about
5704,1907.28,1907.38,We
5705,1907.38,1907.53,have
5706,1907.53,1907.61,a
5707,1907.61,1907.88,lot
5708,1907.88,1907.95,of
5709,1907.96,1908.57,people
5710,1908.58,1909.04,Well
5711,1909.04,1909.28,so
5712,1909.28,1909.73,far
5713,1909.73,1909.89,we
5714,1909.89,1910.07,have
5715,1910.07,1910.38,had
5716,1910.38,1910.56,no
5717,1910.56,1911.05,problem
5718,1911.05,1911.67,whatsoever
5719,1911.67,1911.91,It's
5720,1911.92,1912.47,outside
5721,1912.47,1912.65,That's
5722,1912.65,1912.71,a
5723,1912.71,1912.91,big
5724,1912.91,1913.31,difference
5725,1913.31,1913.68,according
5726,1913.68,1913.86,to
5727,1913.86,1914.17,the
5728,1914.64,1915.4,experts
5729,1915.41,1915.79,And
5730,1915.79,1915.9,we
5731,1915.9,1916.05,do
5732,1916.05,1916.21,um
5733,1916.21,1916.68,outside
5734,1916.68,1916.79,We
5735,1916.79,1916.95,have
5736,1916.95,1917.93,tremendous
5737,1917.94,1918.83,crowds
5738,1918.84,1919.14,as
5739,1919.14,1919.29,you
5740,1919.29,1919.75,see
5741,1919.75,1919.8,I
5742,1919.8,1920.01,mean
5743,1920.01,1920.61,every
5744,1920.62,1920.95,and
5745,1920.96,1921.2,and
5746,1921.2,1921.64,literally
5747,1921.64,1921.75,on
5748,1921.75,1922.27,24
5749,1922.27,1922.54,hours
5750,1922.54,1923.22,notice
5751,1923.23,1923.66,and
5752,1923.66,1923.85,Joe
5753,1923.85,1924.14,does
5754,1924.14,1924.25,the
5755,1924.25,1924.72,circles
5756,1924.72,1924.85,and
5757,1924.85,1925.04,has
5758,1925.04,1925.28,three
5759,1925.28,1925.62,people
5760,1925.62,1926.23,someplace
5761,1926.24,1926.67,by
5762,1926.67,1926.77,the
5763,1926.77,1927.0,way
5764,1927.01,1927.39,just
5765,1927.4,1927.69,just
5766,1927.7,1928.02,just
5767,1928.03,1928.6,one
5768,1928.6,1928.66,of
5769,1928.66,1928.75,the
5770,1928.75,1929.09,last
5771,1929.1,1929.38,big
5772,1929.38,1929.71,rallies
5773,1929.71,1929.84,he
5774,1929.84,1930.27,has
5775,1930.64,1930.87,And
5776,1930.87,1930.91,a
5777,1930.91,1931.34,reporter
5778,1931.34,1931.6,came
5779,1931.6,1931.76,up
5780,1931.76,1931.9,to
5781,1931.9,1932.12,him
5782,1932.12,1932.21,to
5783,1932.21,1932.44,ask
5784,1932.44,1932.53,him
5785,1932.53,1932.59,a
5786,1932.59,1932.95,question
5787,1932.95,1933.01,He
5788,1933.01,1933.19,said
5789,1933.19,1933.3,No
5790,1933.3,1933.42,no
5791,1933.42,1934.0,no
5792,1934.01,1934.37,Stand
5793,1934.37,1934.91,back
5794,1934.92,1935.3,Put
5795,1935.3,1935.4,on
5796,1935.4,1935.5,your
5797,1935.5,1936.05,mask
5798,1936.06,1936.28,put
5799,1936.28,1936.38,on
5800,1936.38,1936.42,a
5801,1936.42,1937.03,mask
5802,1937.04,1937.36,Have
5803,1937.36,1937.44,you
5804,1937.44,1937.58,been
5805,1937.58,1938.05,tested
5806,1938.84,1939.13,I'm
5807,1939.13,1939.49,way
5808,1939.5,1939.84,I'm
5809,1939.84,1939.99,way
5810,1939.99,1940.21,far
5811,1940.21,1940.41,away
5812,1940.41,1940.55,from
5813,1940.55,1940.71,those
5814,1940.71,1940.89,other
5815,1940.89,1941.27,people
5816,1941.84,1942.2,That's
5817,1942.2,1942.29,what
5818,1942.29,1942.35,he
5819,1942.35,1942.64,said
5820,1942.65,1942.99,I
5821,1942.99,1943.41,can't
5822,1943.41,1943.71,I'm
5823,1943.71,1943.87,gonna
5824,1943.87,1943.96,be
5825,1943.96,1944.49,okay
5826,1944.5,1944.93,He
5827,1944.93,1945.14,now
5828,1945.14,1945.4,worried
5829,1945.4,1945.68,about
5830,1945.69,1946.1,you
5831,1946.11,1946.26,He's
5832,1946.26,1946.43,not
5833,1946.43,1946.59,worried
5834,1946.59,1946.8,about
5835,1946.8,1946.88,the
5836,1946.88,1947.21,people
5837,1947.21,1947.36,out
5838,1947.36,1947.52,there
5839,1947.52,1947.82,breathing
5840,1947.82,1947.95,And
5841,1947.95,1948.21,one
5842,1948.21,1948.35,we
5843,1948.35,1948.54,had
5844,1948.54,1948.67,no
5845,1948.67,1949.09,negative
5846,1949.09,1949.73,thio
5847,1949.74,1950.22,no
5848,1950.22,1950.62,negative
5849,1950.62,1951.09,effect
5850,1951.1,1951.34,We've
5851,1951.34,1951.51,had
5852,1951.51,1951.64,no
5853,1951.64,1952.07,negative
5854,1952.07,1952.42,effect
5855,1952.42,1952.53,and
5856,1952.53,1952.7,we've
5857,1952.7,1952.96,had
5858,1952.97,1953.56,35
5859,1953.56,1954.25,"40,000"
5860,1954.25,1954.51,people
5861,1954.51,1954.66,One
5862,1954.66,1954.78,of
5863,1954.79,1954.94,the
5864,1954.94,1955.41,Israelis
5865,1955.42,1955.72,just
5866,1955.73,1956.31,finished
5867,1956.32,1956.6,because
5868,1956.6,1956.65,I
5869,1956.65,1956.82,want
5870,1956.82,1956.88,to
5871,1956.88,1957.1,move
5872,1957.1,1957.21,on
5873,1957.21,1957.32,to
5874,1957.32,1957.42,our
5875,1957.42,1957.65,next
5876,1957.65,1957.92,Yes
5877,1957.92,1958.01,I
5878,1958.01,1958.37,would
5879,1958.38,1958.62,He's
5880,1958.62,1958.79,been
5881,1958.79,1959.15,totally
5882,1959.15,1959.94,irresponsible
5883,1959.94,1960.05,The
5884,1960.05,1960.26,way
5885,1960.26,1960.39,in
5886,1960.39,1960.63,which
5887,1960.63,1960.75,he
5888,1960.75,1960.98,has
5889,1960.98,1961.76,handled
5890,1962.14,1962.58,the
5891,1962.59,1962.98,social
5892,1962.98,1963.73,distancing
5893,1963.74,1963.89,and
5894,1963.89,1964.17,people
5895,1964.17,1964.31,were
5896,1964.31,1964.42,in
5897,1964.42,1965.03,mask
5898,1965.04,1965.53,basically
5899,1965.53,1965.98,encouraged
5900,1965.98,1966.11,him
5901,1966.11,1966.37,not
5902,1966.38,1966.73,to
5903,1966.74,1967.31,Alright
5904,1967.31,1967.49,then
5905,1967.49,1967.7,he's
5906,1967.7,1967.78,a
5907,1967.78,1968.18,fool
5908,1968.18,1968.32,on
5909,1968.33,1968.57,If
5910,1968.57,1968.84,you
5911,1968.84,1969.08,could
5912,1969.08,1969.43,get
5913,1969.44,1969.54,the
5914,1969.54,1970.12,crowds
5915,1970.13,1970.32,you
5916,1970.32,1970.42,would
5917,1970.42,1970.52,have
5918,1970.52,1970.71,done
5919,1970.71,1970.8,the
5920,1970.8,1971.07,same
5921,1971.07,1971.31,thing
5922,1971.31,1971.47,But
5923,1971.47,1971.57,you
5924,1971.57,1971.82,can't
5925,1971.82,1972.17,nobody
5926,1972.17,1972.39,can
5927,1972.39,1972.74,Gentlemen
5928,1972.74,1972.86,can
5929,1972.86,1972.96,we
5930,1972.96,1973.14,move
5931,1973.14,1973.26,on
5932,1973.26,1973.33,to
5933,1973.33,1973.78,the
5934,1973.79,1974.38,gentlemen
5935,1974.39,1974.54,Can
5936,1974.54,1974.64,we
5937,1974.64,1974.82,move
5938,1974.82,1974.95,on
5939,1974.95,1975.02,to
5940,1975.02,1975.1,the
5941,1975.1,1975.66,economy
5942,1975.67,1976.21,Thean
5943,1976.21,1976.51,Khanna
5944,1976.51,1977.47,me
5945,1977.48,1978.01,is
5946,1978.01,1978.07,I
5947,1978.07,1978.27,think
5948,1978.27,1978.38,it's
5949,1978.38,1978.52,fair
5950,1978.52,1978.61,to
5951,1978.61,1978.78,say
5952,1978.79,1979.48,recovering
5953,1979.48,1980.22,faster
5954,1980.22,1980.39,than
5955,1980.39,1981.06,expected
5956,1981.06,1981.23,from
5957,1981.23,1981.33,the
5958,1981.33,1982.06,shutdown
5959,1982.25,1982.67,much
5960,1982.68,1983.16,in
5961,1983.16,1983.25,the
5962,1983.25,1983.59,second
5963,1983.59,1983.91,quarter
5964,1983.91,1984.06,The
5965,1984.06,1984.79,unemployment
5966,1984.79,1985.02,rate
5967,1985.02,1985.28,fell
5968,1985.28,1985.38,to
5969,1985.39,1986.73,8.4%
5970,1986.73,1987.05,last
5971,1987.05,1987.45,month
5972,1987.74,1987.88,The
5973,1987.88,1988.32,Federal
5974,1988.32,1988.82,Reserve
5975,1988.82,1989.22,says
5976,1989.22,1989.38,the
5977,1989.38,1989.96,hit
5978,1989.97,1990.39,toe
5979,1990.4,1990.9,growth
5980,1990.9,1991.08,which
5981,1991.08,1991.22,is
5982,1991.22,1991.47,going
5983,1991.47,1991.55,to
5984,1991.55,1991.75,be
5985,1991.75,1992.16,there
5986,1992.3,1992.5,is
5987,1992.5,1992.71,not
5988,1992.71,1992.88,going
5989,1992.88,1992.95,to
5990,1992.95,1993.07,be
5991,1993.07,1993.48,nearly
5992,1993.48,1993.62,as
5993,1993.62,1994.01,big
5994,1994.02,1994.22,as
5995,1994.22,1994.47,they
5996,1994.47,1994.82,had
5997,1994.83,1995.66,expected
5998,1996.11,1996.49,President
5999,1996.49,1996.66,Trump
6000,1996.66,1996.76,you
6001,1996.76,1996.96,say
6002,1996.96,1997.15,we
6003,1997.15,1997.35,are
6004,1997.35,1997.45,in
6005,1997.45,1997.56,a
6006,1997.57,1997.88,V
6007,1997.88,1998.54,shaped
6008,1998.8,1999.65,recovery
6009,1999.87,2000.94,Vice
6010,2000.94,2001.34,President
6011,2001.34,2001.65,Biden
6012,2001.65,2001.79,You
6013,2001.79,2002.03,say
6014,2002.03,2002.19,it's
6015,2002.19,2002.44,more
6016,2002.44,2002.57,of
6017,2002.57,2002.64,a
6018,2002.64,2002.98,K
6019,2002.98,2003.55,shape
6020,2003.94,2004.33,What
6021,2004.33,2005.07,difference
6022,2005.19,2005.51,does
6023,2005.51,2005.98,that
6024,2005.99,2006.99,mean
6025,2007.0,2007.44,to
6026,2007.45,2007.59,the
6027,2007.59,2008.11,American
6028,2008.11,2008.5,people
6029,2008.5,2008.59,In
6030,2008.59,2008.82,terms
6031,2008.82,2008.89,of
6032,2008.89,2008.95,the
6033,2008.95,2009.37,economy
6034,2009.37,2009.83,President
6035,2009.83,2010.05,Trump
6036,2010.05,2010.13,In
6037,2010.13,2010.49,this
6038,2010.5,2011.07,segment
6039,2011.07,2011.17,you
6040,2011.17,2011.3,go
6041,2011.3,2011.77,first
6042,2012.14,2012.34,So
6043,2012.34,2012.47,we
6044,2012.47,2012.76,built
6045,2012.76,2012.85,the
6046,2012.85,2013.27,greatest
6047,2013.27,2013.75,economy
6048,2013.75,2013.84,in
6049,2013.84,2014.29,history
6050,2014.29,2014.43,We
6051,2014.43,2014.85,closed
6052,2014.85,2014.93,it
6053,2014.93,2015.19,down
6054,2015.19,2015.56,because
6055,2015.56,2015.65,of
6056,2015.65,2015.76,the
6057,2015.76,2016.12,China
6058,2016.12,2016.64,plague
6059,2016.64,2016.78,When
6060,2016.78,2016.88,the
6061,2016.88,2017.25,plague
6062,2017.25,2017.53,came
6063,2017.53,2017.69,in
6064,2017.69,2017.83,we
6065,2017.83,2018.27,closed
6066,2018.27,2018.35,it
6067,2018.35,2018.68,down
6068,2018.68,2018.89,which
6069,2018.89,2019.07,was
6070,2019.07,2019.34,very
6071,2019.34,2019.97,hard
6072,2019.98,2020.87,psychologically
6073,2020.87,2020.99,to
6074,2020.99,2021.2,do
6075,2021.2,2021.33,He
6076,2021.33,2021.53,didn't
6077,2021.53,2021.68,think
6078,2021.69,2021.81,we
6079,2021.81,2022.0,should
6080,2022.0,2022.3,close
6081,2022.3,2022.4,it
6082,2022.4,2022.64,down
6083,2022.64,2022.73,and
6084,2022.73,2022.8,he
6085,2022.8,2022.97,was
6086,2022.97,2023.36,wrong
6087,2023.74,2024.65,again
6088,2024.66,2024.84,Two
6089,2024.84,2025.22,million
6090,2025.22,2025.59,people
6091,2025.59,2025.75,would
6092,2025.75,2025.86,be
6093,2025.86,2026.15,dead
6094,2026.15,2026.48,now
6095,2026.49,2026.85,instead
6096,2026.85,2027.06,of
6097,2027.3,2027.86,still
6098,2027.87,2029.38,"204,000"
6099,2029.38,2029.75,people
6100,2029.76,2029.98,is
6101,2029.98,2030.14,too
6102,2030.14,2030.44,much
6103,2030.44,2030.77,One
6104,2030.77,2031.16,person
6105,2031.16,2031.29,is
6106,2031.29,2031.43,too
6107,2031.43,2031.75,much
6108,2031.85,2032.1,Should
6109,2032.1,2032.21,have
6110,2032.21,2032.5,never
6111,2032.5,2032.88,happened
6112,2032.88,2033.05,from
6113,2033.05,2033.55,China
6114,2033.65,2033.9,But
6115,2033.9,2034.06,what
6116,2034.06,2034.48,happened
6117,2034.48,2034.78,is
6118,2034.89,2035.28,we
6119,2035.28,2035.72,closed
6120,2035.72,2035.81,it
6121,2035.81,2036.14,down
6122,2036.14,2036.28,and
6123,2036.28,2036.45,now
6124,2036.45,2036.61,we're
6125,2036.61,2037.19,reopening
6126,2037.19,2037.32,and
6127,2037.32,2037.42,we're
6128,2037.42,2037.66,doing
6129,2037.66,2038.18,record
6130,2038.18,2038.77,business
6131,2038.86,2039.19,We
6132,2039.19,2039.35,had
6133,2039.36,2040.18,10.4
6134,2040.18,2040.53,million
6135,2040.53,2040.91,people
6136,2040.91,2041.05,in
6137,2041.05,2041.12,a
6138,2041.12,2041.41,four
6139,2041.41,2041.67,month
6140,2041.67,2041.9,period
6141,2041.9,2042.02,that
6142,2042.02,2042.37,we've
6143,2042.34,2042.68,put
6144,2042.68,2042.98,back
6145,2042.98,2043.18,into
6146,2043.18,2043.28,the
